Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
64	71	96	0.5625	0.3836805555555556
128	114	174	0.65625	0.3438697318007662
192	151	264	0.640625	0.3106060606060608
256	177	332	0.703125	0.30321285140562265
320	204	408	0.703125	0.29901960784313736
384	224	482	0.734375	0.2880359612724757
448	254	568	0.796875	0.28315727699530513
512	278	650	0.8125	0.2771794871794872
576	290	732	0.8125	0.27185792349726773
640	312	808	0.828125	0.2714521452145214
704	335	880	0.796875	0.2719696969696969
768	354	952	0.796875	0.27030812324929965
832	367	1000	0.78125	0.2678333333333333
896	360	1000	0.78125	0.2616666666666666
960	344	1000	0.796875	0.25616666666666654
1024	334	1000	0.796875	0.2539999999999999
1088	344	1000	0.8125	0.25583333333333336
1152	337	1000	0.8125	0.25416666666666654
1216	344	1000	0.828125	0.25283333333333335
1280	351	1000	0.84375	0.25383333333333324
1344	347	1000	0.875	0.2539999999999999
1408	354	1000	0.859375	0.2564999999999999
1472	357	1000	0.859375	0.2551666666666666
1536	372	1000	0.875	0.2559999999999999
1600	379	1000	0.890625	0.25249999999999995
1664	389	1000	0.890625	0.2521666666666667
1728	394	1000	0.90625	0.2535
1792	398	1000	0.90625	0.2485000000000001
1856	404	1000	0.90625	0.24733333333333346
1920	411	1000	0.90625	0.2480000000000001
1984	414	1000	0.90625	0.24883333333333338
2048	423	1000	0.90625	0.25000000000000006
2112	420	1000	0.921875	0.24683333333333343
2176	420	1000	0.921875	0.24600000000000005
2240	411	1000	0.921875	0.24633333333333327
2304	429	1000	0.921875	0.2461666666666666
2368	426	1000	0.9375	0.24383333333333326
2432	433	1000	0.953125	0.2446666666666665
2496	439	1000	0.953125	0.2436666666666667
2560	440	1000	0.96875	0.24383333333333337
2624	438	1000	0.96875	0.243
2688	438	1000	0.96875	0.2375
2752	442	1000	0.96875	0.2396666666666667
2816	440	1000	0.984375	0.2381666666666666
2880	451	1000	0.984375	0.2411666666666665
2944	448	1000	0.984375	0.23816666666666653
3008	453	1000	0.984375	0.23650000000000002
3072	456	1000	0.984375	0.23616666666666664
3136	456	1000	0.984375	0.23799999999999996
3200	450	1000	0.984375	0.23783333333333337
3264	452	1000	0.984375	0.23916666666666658
3328	454	1000	0.984375	0.23966666666666672
3392	453	1000	0.984375	0.2373333333333332
3456	450	1000	1.0	0.23516666666666658
3520	447	1000	1.0	0.23499999999999993
3584	437	1000	1.0	0.2323333333333334
3648	436	1000	1.0	0.23516666666666663
3712	444	1000	1.0	0.23399999999999982
3776	452	1000	1.0	0.2349999999999999
3840	457	1000	1.0	0.23483333333333326
3904	465	1000	1.0	0.2341666666666668
3968	462	1000	1.0	0.23116666666666666
4032	461	1000	1.0	0.2300000000000001
4096	460	1000	1.0	0.23033333333333345
4160	463	1000	1.0	0.23266666666666672
4224	467	1000	1.0	0.2305000000000001
4288	470	1000	1.0	0.23150000000000004
4352	468	1000	1.0	0.23233333333333314
4416	471	1000	1.0	0.23166666666666652
4480	479	1000	1.0	0.23383333333333323
4544	465	1000	1.0	0.2353333333333332
4608	474	1000	1.0	0.23633333333333315
4672	479	1000	1.0	0.23683333333333312
4736	476	1000	1.0	0.23699999999999993
4800	462	1000	1.0	0.2318333333333333
4864	459	1000	1.0	0.2328333333333333
4928	459	1000	1.0	0.23399999999999993
4992	459	1000	1.0	0.2313333333333334
5056	460	1000	1.0	0.22983333333333344
5120	470	1000	1.0	0.23016666666666663
5184	467	1000	1.0	0.2311666666666667
5248	462	1000	1.0	0.2294999999999999
5312	457	1000	1.0	0.232
5376	457	1000	1.0	0.23516666666666672
5440	456	1000	1.0	0.23183333333333325
5504	461	1000	1.0	0.23333333333333345
5568	461	1000	1.0	0.2323333333333334
5632	459	1000	1.0	0.23333333333333334
5696	463	1000	1.0	0.23649999999999988
5760	466	1000	1.0	0.24000000000000002
5824	457	1000	1.0	0.23583333333333326
5888	456	1000	1.0	0.23516666666666675
5952	463	1000	1.0	0.23666666666666683
6016	457	1000	1.0	0.23800000000000018
6080	453	1000	1.0	0.23816666666666672
6144	454	1000	1.0	0.24116666666666667
6208	448	1000	1.0	0.23716666666666658
6272	443	1000	1.0	0.23466666666666675
6336	448	1000	1.0	0.23316666666666672
6400	441	1000	1.0	0.23533333333333334
6464	441	1000	1.0	0.23400000000000004
6528	452	1000	1.0	0.23283333333333336
6592	453	1000	1.0	0.2343333333333335
6656	451	1000	1.0	0.23666666666666678
6720	454	1000	1.0	0.23766666666666664
6784	457	1000	1.0	0.2368333333333332
6848	458	1000	1.0	0.23399999999999982
6912	461	1000	1.0	0.23483333333333317
6976	461	1000	1.0	0.2323333333333331
7040	459	1000	1.0	0.23266666666666647
7104	458	1000	1.0	0.2313333333333332
7168	458	1000	1.0	0.23083333333333336
7232	460	1000	1.0	0.23383333333333325
7296	455	1000	1.0	0.23549999999999996
7360	460	1000	1.0	0.2350000000000001
7424	450	1000	1.0	0.2346666666666668
7488	447	1000	1.0	0.23683333333333353
7552	447	1000	1.0	0.23583333333333345
7616	438	1000	1.0	0.23233333333333353
7680	445	1000	1.0	0.23183333333333345
7744	448	1000	1.0	0.23066666666666674
7808	455	1000	1.0	0.23250000000000018
7872	458	1000	1.0	0.23516666666666675
7936	455	1000	1.0	0.23433333333333337
8000	456	1000	1.0	0.235
8064	455	1000	1.0	0.23483333333333323
8128	461	1000	1.0	0.23499999999999982
8192	465	1000	1.0	0.23233333333333323
8256	465	1000	1.0	0.2328333333333333
8320	467	1000	1.0	0.2325000000000001
8384	465	1000	1.0	0.22900000000000012
8448	468	1000	1.0	0.23016666666666682
8512	470	1000	1.0	0.23233333333333347
8576	464	1000	1.0	0.23166666666666658
8640	458	1000	1.0	0.2306666666666666
8704	468	1000	1.0	0.23083333333333336
8768	458	1000	1.0	0.22816666666666682
8832	448	1000	1.0	0.2288333333333335
8896	454	1000	1.0	0.22900000000000015
8960	461	1000	1.0	0.22916666666666677
9024	457	1000	1.0	0.22883333333333333
9088	459	1000	1.0	0.23000000000000012
9152	458	1000	1.0	0.22933333333333342
9216	459	1000	1.0	0.23200000000000007
9280	464	1000	1.0	0.22949999999999993
9344	470	1000	1.0	0.2315
9408	465	1000	1.0	0.22733333333333333
9472	468	1000	1.0	0.22900000000000006
9536	465	1000	1.0	0.22833333333333328
9600	460	1000	1.0	0.22516666666666652
9664	462	1000	1.0	0.22316666666666668
9728	466	1000	1.0	0.22300000000000014
9792	464	1000	1.0	0.22450000000000003
9856	462	1000	1.0	0.2268333333333333
9920	460	1000	1.0	0.22883333333333317
9984	464	1000	1.0	0.2306666666666664
